ID,Año,Fecha,Publicacion,Fecha o numero fuente,Tipo documental,Ruta,Estado del indice real,Calidad de lectura,Entradas curadas,Pasajes automaticos,Pasajes OCR,Paginas detectadas,Temas,Uso en la web,Resumen para indice,Observaciones
c5512d98d50b,1924,1924-06-08,El Bidasoa,1924-06-08,Prensa o revista,/home/gaizka/Alarde/Revistas y periodicos/1924/1924-06-08 - El Bidasoa.pdf,Catalogado con pistas automaticas pendientes de verificacion,Alta: texto extraido del PDF,0,1,0,,Alarde,Referencia localizada por barrido textual,"es comer g r a tis y se da lu g a r a que ALARDE D E SAN MARCIAL m os, y e n vez de dos, lu c ir e m o s c u a t r o",Todos los documentos del catalogo forman parte del corpus sanmarcialero local; las pistas automaticas deben contrastarse con la fuente original.
d787d07c9328,1924,1924-06-15,El Bidasoa,1924-06-15,Prensa o revista,/home/gaizka/Alarde/Revistas y periodicos/1924/1924-06-15 - El Bidasoa.pdf,Catalogado con pistas automaticas pendientes de verificacion,Alta: texto extraido del PDF,0,4,0,,"Alarde, companias, mandos, musica",Referencia localizada por barrido textual,"Emiliano Baraibar por Vasconia. Ahora que ya sabe us­ de oro del Centenario de San Marcial. los las | conducto del Excmo. Sr. Gobernador civil, la Cruz de San Marcial para el | género. nacionales de esta localidad contra Deuda unificada, año i90'3 himnos acompañados por la ban | tro querido amigo el capitán de Mí-",Todos los documentos del catalogo forman parte del corpus sanmarcialero local; las pistas automaticas deben contrastarse con la fuente original.
aad450df07e0,1924,1924-06-29,El Pueblo Vasco,1924-06-29,Prensa o revista,/home/gaizka/Alarde/Revistas y periodicos/1924/1924-06-29 - El Pueblo Vasco.pdf,Catalogado; requiere OCR mejorado o lectura manual,Baja: OCR visual con timeout; requiere lectura manual,0,0,0,,,,,Todos los documentos del catalogo forman parte del corpus sanmarcialero local; las pistas automaticas deben contrastarse con la fuente original.
4e0e398fb7c1,1924,1924-06-30,El País Vasco,1924-06-30,Prensa o revista,/home/gaizka/Alarde/Revistas y periodicos/1924/1924-06-30 - El País Vasco.pdf,Catalogado; requiere OCR mejorado o lectura manual,Baja: OCR visual con timeout; requiere lectura manual,0,0,0,,,,,Todos los documentos del catalogo forman parte del corpus sanmarcialero local; las pistas automaticas deben contrastarse con la fuente original.
b12f014e0625,1924,1924-07-01,El País Vasco,1924-07-01,Prensa o revista,/home/gaizka/Alarde/Revistas y periodicos/1924/1924-07-01 - El País Vasco.pdf,Catalogado; requiere OCR mejorado o lectura manual,Baja: OCR visual con timeout; requiere lectura manual,0,0,0,,,,,Todos los documentos del catalogo forman parte del corpus sanmarcialero local; las pistas automaticas deben contrastarse con la fuente original.
9ec193b967a1,1924,1924-07-01,El Pueblo Vasco,1924-07-01,Prensa o revista,/home/gaizka/Alarde/Revistas y periodicos/1924/1924-07-01 - El Pueblo Vasco.pdf,Catalogado; requiere OCR mejorado o lectura manual,Baja: OCR visual con timeout; requiere lectura manual,0,0,0,,,,,Todos los documentos del catalogo forman parte del corpus sanmarcialero local; las pistas automaticas deben contrastarse con la fuente original.
36f9fc6c324d,1924,1924-07-01,La Constancia,1924-07-01,Prensa o revista,/home/gaizka/Alarde/Revistas y periodicos/1924/1924-07-01 - La Constancia.pdf,Catalogado; requiere OCR mejorado o lectura manual,Baja: OCR visual con timeout; requiere lectura manual,0,0,0,,,,,Todos los documentos del catalogo forman parte del corpus sanmarcialero local; las pistas automaticas deben contrastarse con la fuente original.
ef8ee3481214,1924,1924-07-01,La Voz de Guipúzcoa - Diario Republicano,1924-07-01,Prensa o revista,/home/gaizka/Alarde/Revistas y periodicos/1924/1924-07-01 - La Voz de Guipúzcoa - Diario Republicano.pdf,Catalogado; requiere OCR mejorado o lectura manual,Baja: OCR visual con timeout; requiere lectura manual,0,0,0,,,,,Todos los documentos del catalogo forman parte del corpus sanmarcialero local; las pistas automaticas deben contrastarse con la fuente original.
30308cf29689,1924,1924-07-06,El Bidasoa,1924-07-06,Prensa o revista,/home/gaizka/Alarde/Revistas y periodicos/1924/1924-07-06 - El Bidasoa.pdf,Catalogado con pistas automaticas pendientes de verificacion,Alta: texto extraido del PDF,0,4,0,,"companias, mandos, musica, ritual",Referencia localizada por barrido textual,"P re lu d io en mi bem ol mayor, Rachm ani- marle de caricias, hay qüe proteger Gitano» el día de Sa | de la Academia, que más dá. ¿Implica cación escrita por el señor secretario, J . CARREDANO y Compañí | estudio a contar con una entidad n u ­ ga Elizondo, bueno; Javier Lirio Boa- núm . 2, San Marcial, n | moralizó la administración, se contu­ ñol, cuanto más devoto se sienta de la",Todos los documentos del catalogo forman parte del corpus sanmarcialero local; las pistas automaticas deben contrastarse con la fuente original.
538165712a7a,1924,1924-07-20,El Bidasoa,1924-07-20,Prensa o revista,/home/gaizka/Alarde/Revistas y periodicos/1924/1924-07-20 - El Bidasoa.pdf,Catalogado con pistas automaticas pendientes de verificacion,Alta: texto extraido del PDF,0,8,0,,"Alarde, companias, mandos, musica, ritual",Referencia localizada por barrido textual,"En cambio, una de las cualidades el claro resplandor de la con ciencia. cadas al robo de caballerías | La Cruz de oro de San Marcial que CUENTO | Y VU LC A N IZA D O | alarde de buen g u sto que honra al [Oh, necia Plumanidad envanecida! resultado del interrogatorio f | así lo exige, pero lo que se pide por amigo llevando la confusión en el en­ tido de pelota a mano, e",Todos los documentos del catalogo forman parte del corpus sanmarcialero local; las pistas automaticas deben contrastarse con la fuente original.
c0942c850009,1925,1925,Programa de fiestas,1925A,Programa de fiestas,/home/gaizka/Alarde/Programas de fiestas/1925A.pdf,Catalogado con pistas automaticas pendientes de verificacion,Media/baja: OCR visual con pasajes detectados,0,1,1,6,musica,Referencia localizada por OCR visual; revisar contra imagen original,"FIESTAS DE SAN PEDRO —| - mn r | doce.—En la Casa Consistorial, Y SAN MARCIAL GN eee AÑO 1925 S EE ee Gd Concierto elási",Todos los documentos del catalogo forman parte del corpus sanmarcialero local; las pistas automaticas deben contrastarse con la fuente original.
a94cc2fa5a6b,1925,1925,Programa de fiestas,1925A_Bolsillo,Programa de fiestas,/home/gaizka/Alarde/Programas de fiestas/1925A_Bolsillo.pdf,Catalogado con pistas automaticas pendientes de verificacion,Media/baja: OCR visual con pasajes detectados,0,2,2,"3, 5","mandos, recorrido",Referencia localizada por OCR visual; revisar contra imagen original,"si AL 70R MAYOR E H -A J Z E H = E … % gjé $ w Í g sa 1 Amacones y Oficinas j = £ BES ECE i Pasco de Colón, 12 H ¡O ea m | — T TT i CASA SUSPERREGUI | ¡ EDUARDO GARCIA | MERCERIA i p i ALMACENDE TEJIDOS H ESPECIALIDAD EN DE TODAS CLASES i MEDI",Todos los documentos del catalogo forman parte del corpus sanmarcialero local; las pistas automaticas deben contrastarse con la fuente original.
b2ee252a8f54,1925,1925,Programa de fiestas,1925B,Programa de fiestas,/home/gaizka/Alarde/Programas de fiestas/1925B.pdf,Catalogado con pistas automaticas pendientes de verificacion,Media/baja: OCR visual con pasajes detectados,0,1,1,1,"mandos, musica, recorrido, ritual",Referencia localizada por OCR visual; revisar contra imagen original,"A las ocho.—Carrera ciclista internuzional, organizadr á T Az a fuerzas del Alarde sc reunirán en 1a - ee el Real Unión.",Todos los documentos del catalogo forman parte del corpus sanmarcialero local; las pistas automaticas deben contrastarse con la fuente original.
f1e44afebcf0,1925,1925,Programa de fiestas,1925B_Bolsillo,Programa de fiestas,/home/gaizka/Alarde/Programas de fiestas/1925B_Bolsillo.pdf,Catalogado con pistas automaticas pendientes de verificacion,Media/baja: OCR visual con pasajes detectados,0,2,2,"1, 3","caballeria, companias, mandos, ritual",Referencia localizada por OCR visual; revisar contra imagen original,"VINOS y LICORES : , GA- Ferrocaril ddo | de marcas acreditadas RELO:)ERIA | EL MEJOR CHOCOLATE % JOYERIA SUIZA } l EL CH | Pasaje localizado por OCR visual",Todos los documentos del catalogo forman parte del corpus sanmarcialero local; las pistas automaticas deben contrastarse con la fuente original.
0e6cc58ef0c0,1925,1925,Programa de fiestas,1925C_Bolsillo,Programa de fiestas,/home/gaizka/Alarde/Programas de fiestas/1925C_Bolsillo.pdf,Catalogado con pistas automaticas pendientes de verificacion,Media/baja: OCR visual con pasajes detectados,0,1,1,5,"mandos, recorrido",Referencia localizada por OCR visual; revisar contra imagen original,"b | EL QUE QUIERA BEBER BUEN VINO i H COLÓN, a2 ' U QUE VAYA A CASA DE H O : i d g i Y GENERAL FREYRE, 3 E H MANUEL MUIN",Todos los documentos del catalogo forman parte del corpus sanmarcialero local; las pistas automaticas deben contrastarse con la fuente original.
f997327175b5,1925,1925,Programa de fiestas,1925D_Bolsillo,Programa de fiestas,/home/gaizka/Alarde/Programas de fiestas/1925D_Bolsillo.pdf,Catalogado con pistas automaticas pendientes de verificacion,Media/baja: OCR visual con pasajes detectados,0,1,1,3,"mandos, recorrido",Referencia localizada por OCR visual; revisar contra imagen original,i En la ARMERIA de H H Toda clase de reparaciones 1 N U | H SAEK pl H y Expendeduría de LA UNION ESPAÑOLA de H ; Prontit,Todos los documentos del catalogo forman parte del corpus sanmarcialero local; las pistas automaticas deben contrastarse con la fuente original.
479cb65b3d00,1925,1925-06-20,Uranzu,1925-06-20,Prensa o revista,/home/gaizka/Alarde/Revistas y periodicos/1925/1925-06-20 - Uranzu.pdf,Catalogado; requiere OCR mejorado o lectura manual,Baja: OCR visual con timeout; requiere lectura manual,0,0,0,,,,,Todos los documentos del catalogo forman parte del corpus sanmarcialero local; las pistas automaticas deben contrastarse con la fuente original.
e19b84fd9657,1925,1925-06-21,El Bidasoa,1925-06-21,Prensa o revista,/home/gaizka/Alarde/Revistas y periodicos/1925/1925-06-21 - El Bidasoa.pdf,Catalogado con pistas automaticas pendientes de verificacion,Alta: texto extraido del PDF,0,7,0,,"Alarde, companias, mandos, musica, ritual, suspensiones/cambios",Referencia localizada por barrido textual,"con don Antonio San Juan, capitán de leem os en la pren sa: De 10 a 12 de la Concierto localidad, | cuesta empinada. ¡San Marcial! Ya es­ | las fuerzas del Alarde, en unión de su premios adjudicados a los expositores, | le sus pueblos y que aun cuando el del año infringen las Ordenanzas Mu­ sistible atracción del mar, | r a ra excepción, le faltó el coraje nece­ una exhibición no menos exhuberante sus compañeros especi",Todos los documentos del catalogo forman parte del corpus sanmarcialero local; las pistas automaticas deben contrastarse con la fuente original.
db0f0d9e725b,1925,1925-06-27,Uranzu,1925-06-27,Prensa o revista,/home/gaizka/Alarde/Revistas y periodicos/1925/1925-06-27 - Uranzu.pdf,Catalogado con pistas automaticas pendientes de verificacion,Alta: texto extraido del PDF,0,6,0,,"Alarde, cantineras, companias, mandos, musica, ritual",Referencia localizada por barrido textual,"F IE S T A S D E S A N M A R C IA L | apercibidos. E s que las cantineras, el General, no lleguíí a ser un mal Uleratoide. | que el amor de los hijos del pueblo hacia el Nunbait gañetik jari zaizkigu E l cabo de hacheros es s | que la víspera de San Pedro es el día señalado de soldado do San Marcial. E l lunes pasado tuvo lugar el anunciado | sus hijos debemos procurar que el Alarde sea",Todos los documentos del catalogo forman parte del corpus sanmarcialero local; las pistas automaticas deben contrastarse con la fuente original.
1a6466b0f015,1925,1925-06-28,El Bidasoa,1925-06-28,Prensa o revista,/home/gaizka/Alarde/Revistas y periodicos/1925/1925-06-28 - El Bidasoa.pdf,Catalogado con pistas automaticas pendientes de verificacion,Alta: texto extraido del PDF,0,5,0,,"companias, musica, ritual",Referencia localizada por barrido textual,"HOY EN A M U TE | La carrera ciclista organizada para le preguntamos;— Vendrás encantado dianas? | Los equipos se alinearán probable­ vo en unión de todos sus compañeros. de cristales que asusta. Y a | flin re^re.sailo ya a San Sehaslinii Comentarios sobre las ((dianas» Respetable señor: Ignoramos qui | rriente en la prueba organizada por el «dianas», hasta el punto de llegar a r",Todos los documentos del catalogo forman parte del corpus sanmarcialero local; las pistas automaticas deben contrastarse con la fuente original.
d1c0975dbc7d,1925,1925-06-30,El Pueblo Vasco,1925-06-30,Prensa o revista,/home/gaizka/Alarde/Revistas y periodicos/1925/1925-06-30 - El Pueblo Vasco.pdf,Catalogado; requiere OCR mejorado o lectura manual,Baja: OCR visual con timeout; requiere lectura manual,0,0,0,,,,,Todos los documentos del catalogo forman parte del corpus sanmarcialero local; las pistas automaticas deben contrastarse con la fuente original.
e2e8a510658d,1925,1925-06-30,La Voz de Guipúzcoa - Diario Republicano,1925-06-30,Prensa o revista,/home/gaizka/Alarde/Revistas y periodicos/1925/1925-06-30 - La Voz de Guipúzcoa - Diario Republicano.pdf,Catalogado; requiere OCR mejorado o lectura manual,Baja: OCR visual con timeout; requiere lectura manual,0,0,0,,,,,Todos los documentos del catalogo forman parte del corpus sanmarcialero local; las pistas automaticas deben contrastarse con la fuente original.
d5483e512aed,1925,1925-07-01,La Constancia,1925-07-01,Prensa o revista,/home/gaizka/Alarde/Revistas y periodicos/1925/1925-07-01 - La Constancia.pdf,Catalogado; requiere OCR mejorado o lectura manual,Baja: OCR visual con timeout; requiere lectura manual,0,0,0,,,,,Todos los documentos del catalogo forman parte del corpus sanmarcialero local; las pistas automaticas deben contrastarse con la fuente original.
ed335efc8e00,1925,1925-07-02,La Voz de Guipúzcoa - Diario Republicano,1925-07-02,Prensa o revista,/home/gaizka/Alarde/Revistas y periodicos/1925/1925-07-02 - La Voz de Guipúzcoa - Diario Republicano.pdf,Catalogado; requiere OCR mejorado o lectura manual,Baja: OCR visual con timeout; requiere lectura manual,0,0,0,,,,,Todos los documentos del catalogo forman parte del corpus sanmarcialero local; las pistas automaticas deben contrastarse con la fuente original.
6ea9ac89d7b0,1925,1925-07-04,Uranzu,1925-07-04,Prensa o revista,/home/gaizka/Alarde/Revistas y periodicos/1925/1925-07-04 - Uranzu.pdf,Catalogado con pistas automaticas pendientes de verificacion,Alta: texto extraido del PDF,0,6,0,,"Alarde, companias, mandos, musica, ritual",Referencia localizada por barrido textual,"Dicho esto, anadie podrá extrañar que coja­ des de los gigantes y de los enanos, explicar su El bata | de nuestro Irún querido, te hiciste dueño de su compañía los Diputados de ia Provincia magnífico cam | el magnífico espectáculo del Alarde, ni los con­ irundarra Los soldados expresaban su contento | en traje de soldado, y pasé en Alarde, hon­ | orgullosoácolocarse ante los hacheros. Comien­",Todos los documentos del catalogo forman parte del corpus sanmarcialero local; las pistas automaticas deben contrastarse con la fuente original.
991a58f11873,1925,1925-07-05,El Bidasoa,1925-07-05,Prensa o revista,/home/gaizka/Alarde/Revistas y periodicos/1925/1925-07-05 - El Bidasoa.pdf,Catalogado con pistas automaticas pendientes de verificacion,Alta: texto extraido del PDF,0,7,0,,"Alarde, companias, mandos, musica",Referencia localizada por barrido textual,"El dia de San Pedro tuvo lugar en fredo, de W agner? ¿Qué ruido ensor­ alcalde, don Francisco Sagarz | FIE STA SIN PAR | afición con dos buenos partidos con de la Comisión municipal correspon­ R E M I T I IDO nado coopera | cuyo admirable com portam iento dió globos grotescos que a escuchar son inteligentes en materia pian | de los iruneaes por las manifestacio­ Ya se meten también con obritas da táculo incomparable del Alarde de San",Todos los documentos del catalogo forman parte del corpus sanmarcialero local; las pistas automaticas deben contrastarse con la fuente original.
f20d9194bdb2,1925,1925-07-11,Uranzu,1925-07-11,Prensa o revista,/home/gaizka/Alarde/Revistas y periodicos/1925/1925-07-11 - Uranzu.pdf,Catalogado con pistas automaticas pendientes de verificacion,Alta: texto extraido del PDF,0,6,0,,"Alarde, companias, ritual, suspensiones/cambios",Referencia localizada por barrido textual,"Cuando el día del alarde llegamos al histó­ dor de astros imperecederos que en el firma­ | Irún. divisando la ciudad y la ermita de San | ción porque mis compañeros en la Comisión or­ La verdad, lo confieso sinceramenre, no abri­ Hasta en | las fiestás sobre motivos típicos de San Marcial, Como el tiempo estaba muy borrascoso fué | muchos años con los organizadores del Alarde,",Todos los documentos del catalogo forman parte del corpus sanmarcialero local; las pistas automaticas deben contrastarse con la fuente original.
46ae2393b553,1925,1925-07-12,El Bidasoa,1925-07-12,Prensa o revista,/home/gaizka/Alarde/Revistas y periodicos/1925/1925-07-12 - El Bidasoa.pdf,Catalogado con pistas automaticas pendientes de verificacion,Alta: texto extraido del PDF,0,5,0,,"Alarde, companias, musica",Referencia localizada por barrido textual,"Pero vamos a ver: cuando «supuse» tas de San Pedro y San Marcial. | Si el cantinero de San Marcial fuese exposición alguna de sus preciadas v i ­ cuidar unos fascinador | ciones atmosféricas, fueran la princi­ de las estancias de un dem ente en dero de Lecaenea. compañer | memoria de ellos. A l modo de esas ram a.» do m ejor suprim irles esas dianas, desprovisto de todo c | satisfacción porque mis compañeros «E l homenaje de hoy es a los hom ­ de Negocios mil niños, porque",Todos los documentos del catalogo forman parte del corpus sanmarcialero local; las pistas automaticas deben contrastarse con la fuente original.
8681a75bb078,1925,1925-07-18,Uranzu,1925-07-18,Prensa o revista,/home/gaizka/Alarde/Revistas y periodicos/1925/1925-07-18 - Uranzu.pdf,Catalogado con pistas automaticas pendientes de verificacion,Alta: texto extraido del PDF,0,6,0,,"Alarde, companias, mandos, ritual",Referencia localizada por barrido textual,"El capitán flizag? Un poco música CHUPIÑAZOS | Quiero desagraviaros, sejíún la medida de a la organización del Alarde, y la verdad, nos | a nueittro entendimiento, Po:' eso la verdad ha sido compañera inseparable del esfuerzo pa­ | bles concepciones. Kl mal de ojos, entonces, preparao suele estar. Pedrito se manchaba las. botas co | irreprimible de llamar claramente tonto a quien sino el mismo, o sea, que el capitán que manda nos e",Todos los documentos del catalogo forman parte del corpus sanmarcialero local; las pistas automaticas deben contrastarse con la fuente original.
113084052a77,1925,1925-07-25,Uranzu,1925-07-25,Prensa o revista,/home/gaizka/Alarde/Revistas y periodicos/1925/1925-07-25 - Uranzu.pdf,Catalogado con pistas automaticas pendientes de verificacion,Alta: texto extraido del PDF,0,7,0,,"Alarde, companias, mandos, musica, ritual, suspensiones/cambios",Referencia localizada por barrido textual,"Atendiendo una amable invitación de la S o cie­ tidad cjuién acompañado de los señores don ño pipí e | Pues bien, resulta que su respuesta me ha se halla de manifiesto en las palabras que me de artillerí | desertar de un sagrado deber. mis pasos. E s mi otra conciencia. ta de toda clase de bebidas en San | esta bella ciudad, ascendiendo a .San Marcial | jas siguientes, a remonte: del monte San Marcial.",Todos los documentos del catalogo forman parte del corpus sanmarcialero local; las pistas automaticas deben contrastarse con la fuente original.
767d4c6411d0,1926,1926,Programa de fiestas,1926A,Programa de fiestas,/home/gaizka/Alarde/Programas de fiestas/1926A.pdf,Catalogado con pistas automaticas pendientes de verificacion,Media/baja: OCR visual con pasajes detectados,0,1,1,4,"caballeria, ritual",Referencia localizada por OCR visual; revisar contra imagen original,Pasaje localizado por OCR visual,Todos los documentos del catalogo forman parte del corpus sanmarcialero local; las pistas automaticas deben contrastarse con la fuente original.
05f771690237,1926,1926,Programa de fiestas,1926B,Programa de fiestas,/home/gaizka/Alarde/Programas de fiestas/1926B.pdf,Catalogado con pistas automaticas pendientes de verificacion,Media/baja: OCR visual con pasajes detectados,0,2,2,"1, 2","mandos, recorrido",Referencia localizada por OCR visual; revisar contra imagen original,"E e GEET ISIDRO HVARTE "" E $ Casa BONNECAZE ANVNCIOS dí PINTVRA ARTISTICOS Z DECORATIVA \ i¡CÁLZADO EXTRA | TRABAJOS DE | \ SEÑORAS Y NIÑOS a bi PRECIO FIJO GENERAL FREYRE, 1 E — _=| IRÚN O| E— IEUN — | !.ÍIL,¡.'.D \",Todos los documentos del catalogo forman parte del corpus sanmarcialero local; las pistas automaticas deben contrastarse con la fuente original.
e39e281a5a92,1926,1926,Programa de fiestas,1926C,Programa de fiestas,/home/gaizka/Alarde/Programas de fiestas/1926C.pdf,Catalogado con pistas automaticas pendientes de verificacion,Media/baja: OCR visual con pasajes detectados,0,4,4,"1, 2, 6, 7","companias, mandos, musica, recorrido, ritual, tamborrada",Referencia localizada por OCR visual; revisar contra imagen original,"i PROGRAMA ; i IUREI i ; : DIA 27 : ; [ r EEE A las siete de la mañana, — Tamborrada, organizada ""por la Sociedad Irun'g | — p 2A o y ; A las siete.—El camborilrecorrerá las calles de la población, » ) Bandas, de Siciia y municipal, amenizarán | Pasaje localizado por OCR visual | y Ventas al Contado Salvador fribarren | | SAN MARCIAL, 1 - IGLESIA, 2 | Sueursal: COLON, 11 IEUN | DOUP BR JRE HHFINHWI",Todos los documentos del catalogo forman parte del corpus sanmarcialero local; las pistas automaticas deben contrastarse con la fuente original.
efa378445ccd,1926,1926,Programa de fiestas,1926D,Programa de fiestas,/home/gaizka/Alarde/Programas de fiestas/1926D.pdf,Catalogado con pistas automaticas pendientes de verificacion,Media/baja: OCR visual con pasajes detectados,0,2,2,"2, 5","companias, mandos",Referencia localizada por OCR visual; revisar contra imagen original,"Bar FRONTERA E NEN - José ¿uertes Refrescos Paseo Colón, 30 Fperitivos ¡ Bocadillos Vinos y Licores Cafés de marcas acre | Ael _i T i… : CONTRATISTAS DE OBRAS Es — T JUAN ECENARRO e lzz SAN MARCIAL, 11 w EA — y D G = D | 1 l : D | y ñ b ; 2| C",Todos los documentos del catalogo forman parte del corpus sanmarcialero local; las pistas automaticas deben contrastarse con la fuente original.
f97b624b71f1,1926,1926-06-06,El Bidasoa,1926-06-06,Prensa o revista,/home/gaizka/Alarde/Revistas y periodicos/1926/1926-06-06 - El Bidasoa.pdf,Catalogado; pendiente de indice humano,Alta: texto extraido del PDF,0,0,0,,,,,Todos los documentos del catalogo forman parte del corpus sanmarcialero local; las pistas automaticas deben contrastarse con la fuente original.
86b51a3f18a8,1926,1926-06-12,Uranzu,1926-06-12,Prensa o revista,/home/gaizka/Alarde/Revistas y periodicos/1926/1926-06-12 - Uranzu.pdf,Catalogado con pistas automaticas pendientes de verificacion,Alta: texto extraido del PDF,0,4,0,,"Alarde, companias, musica, ritual",Referencia localizada por barrido textual,"Bañan alarde saude | CIUDAD DE IRUN — Día 29 - | Evidentemente la ñesta de la flor de la obra, de la compañía, de las mones y en agrade.niento, termi | inseparable compañero de Muchacho, todo experimental aplicado a la pelota dedero cariño el apréndiza",Todos los documentos del catalogo forman parte del corpus sanmarcialero local; las pistas automaticas deben contrastarse con la fuente original.
6ceed5997e7f,1926,1926-06-13,El Bidasoa,1926-06-13,Prensa o revista,/home/gaizka/Alarde/Revistas y periodicos/1926/1926-06-13 - El Bidasoa.pdf,Catalogado con pistas automaticas pendientes de verificacion,Alta: texto extraido del PDF,0,7,0,,"companias, mandos, musica, ritual",Referencia localizada por barrido textual,"A las ocAo.—La brillante Banda del A las Siete de la mañana.—Diana «»« naciones y revacunaciones efe | C IO D ID DE IfiÛH puntos de la localidad la Diana de | Mientras las fuerzas del Alarde cele­ mendia y Compañía ( Sucesores de la na que posee el Ayuntamien | go Atsegifia. salva de fusilería a los cabildos secular se conoce. Por no tener pactos fir­ | mada de ordenanza, se verificará el se arrugue jamas, adquiera en el",Todos los documentos del catalogo forman parte del corpus sanmarcialero local; las pistas automaticas deben contrastarse con la fuente original.
dee542e85f46,1926,1926-06-19,Uranzu,1926-06-19,Prensa o revista,/home/gaizka/Alarde/Revistas y periodicos/1926/1926-06-19 - Uranzu.pdf,Catalogado con pistas automaticas pendientes de verificacion,Alta: texto extraido del PDF,0,6,0,,"Alarde, companias, mandos, musica, ritual",Referencia localizada por barrido textual,"SE r'UBLICA LOS SÁBADOS SEM ANARIO INDEPENDIENTE 15 CENTIMOS | Volvieron ya nuestros jóvenes artis­ de nu estra p atria, y el otro alarde se | [Archerosl ¡Dulzainasl ¡Thun-Thunl. dejo relatado. | jando desde hacía meses en la confec­ dremos un alarde brillantísim o, en V isto el pro g ram a de li(‘stas qiio | los grabados de ellas para adornar Alarde.",Todos los documentos del catalogo forman parte del corpus sanmarcialero local; las pistas automaticas deben contrastarse con la fuente original.
0dca2d1f67d2,1926,1926-06-26,Uranzu,1926-06-26,Prensa o revista,/home/gaizka/Alarde/Revistas y periodicos/1926/1926-06-26 - Uranzu.pdf,Catalogado con pistas automaticas pendientes de verificacion,Alta: texto extraido del PDF,0,7,0,,"Alarde, companias, mandos, musica",Referencia localizada por barrido textual,";Pero es posible? debió de preguntar­ nes de las compañías que forman el | E l alarde sin escopeta de pistón se­ — Sí, sí. lo expondrás. El de Rosa — Pues por eso mismo. Y al marido | S E P U B L IC A LO S S Á B A D O S S E M A N A R IO IN D E P E N D IE N T E 1 5 CEN TIM O S | del alarde a las viejas de pistón, yo — Los señores van? Doña Oliva López de Seijo | larines al son del chistu, entre, los ña! y un jviva el R ey! Parece ser que te sus filas con rostro",Todos los documentos del catalogo forman parte del corpus sanmarcialero local; las pistas automaticas deben contrastarse con la fuente original.
8e2a0b784dc5,1926,1926-06-29,El Bidasoa,1926-06-29,Prensa o revista,/home/gaizka/Alarde/Revistas y periodicos/1926/1926-06-29 - El Bidasoa.pdf,Catalogado con pistas automaticas pendientes de verificacion,Alta: texto extraido del PDF,0,4,0,,"Alarde, companias, mandos, suspensiones/cambios",Referencia localizada por barrido textual,"Casadevante, acompañado del teniente ya a rozarse. Como en un vuelo largo, | Sala Capitular, en donde se verificó la El Com andante Franco y el Capitán | donostiarrras. se habrán enterado nues­ San Marcial. trepidación en el avión nos indica que dos, le | la visita anual, con gran acompaña­ y es un èrror. El que no »sienta» el y coa todos los intereses d",Todos los documentos del catalogo forman parte del corpus sanmarcialero local; las pistas automaticas deben contrastarse con la fuente original.
7df8846e7233,1926,1926-06-29,La frontera,1926-06-29,Prensa o revista,/home/gaizka/Alarde/Revistas y periodicos/1926/1926-06-29 - La frontera.pdf,Catalogado; requiere OCR mejorado o lectura manual,Baja: OCR visual con timeout; requiere lectura manual,0,0,0,,,,,Todos los documentos del catalogo forman parte del corpus sanmarcialero local; las pistas automaticas deben contrastarse con la fuente original.
e22c989ccdc8,1926,1926-06-29,La frontera semanario republicano - PH IRUN 0039,1926-06-29,Prensa o revista,/home/gaizka/Alarde/Revistas y periodicos/1926/1926-06-29 - La frontera semanario republicano - PH IRUN 0039.pdf,Catalogado con pistas automaticas pendientes de verificacion,Alta: texto extraido del PDF,0,6,0,,"Alarde, companias, mandos, musica, ritual",Referencia localizada por barrido textual,"ATRACCIONES DE PRIMER ORDEN | LAS FIESTAS DE SAN MARCIAL | Los que cotidianamente leemos la irunés de una nutrida fracción po­ | mún y mediano roce con la cultura. tuir familia con arreglo a sus votos, y | simos más hombres, hombres de car­ le felicito admirado ante alarde tan",Todos los documentos del catalogo forman parte del corpus sanmarcialero local; las pistas automaticas deben contrastarse con la fuente original.
2da335d4b47b,1926,1926-06-30,El País Vasco,1926-06-30,Prensa o revista,/home/gaizka/Alarde/Revistas y periodicos/1926/1926-06-30 - El País Vasco.pdf,Catalogado; requiere OCR mejorado o lectura manual,Baja: OCR visual con timeout; requiere lectura manual,0,0,0,,,,,Todos los documentos del catalogo forman parte del corpus sanmarcialero local; las pistas automaticas deben contrastarse con la fuente original.
1a661ece0b25,1926,1926-06-30,El Pueblo Vasco,1926-06-30,Prensa o revista,/home/gaizka/Alarde/Revistas y periodicos/1926/1926-06-30 - El Pueblo Vasco.pdf,Catalogado; pendiente de indice humano,Media/baja: OCR visual sin pasajes detectados,0,0,0,,,,,Todos los documentos del catalogo forman parte del corpus sanmarcialero local; las pistas automaticas deben contrastarse con la fuente original.
0b49f5f8bf6b,1926,1926-06-30,La Voz de Guipúzcoa - Diario Republicano,1926-06-30,Prensa o revista,/home/gaizka/Alarde/Revistas y periodicos/1926/1926-06-30 - La Voz de Guipúzcoa - Diario Republicano.pdf,Catalogado; pendiente de indice humano,Media/baja: OCR visual sin pasajes detectados,0,0,0,,,,,Todos los documentos del catalogo forman parte del corpus sanmarcialero local; las pistas automaticas deben contrastarse con la fuente original.
